PM2.5,PM10,CO,NO2,Temperature,Humidity,AQI
227,226,4.65,42,15.2,30.3,244
20,47,1.73,24,36.1,32.3,90
108,189,2.57,117,32.3,17.5,230
209,95,0.17,27,16.6,32.4,146
119,135,0.13,169,16.0,35.7,165
215,88,1.28,194,40.5,87.5,217
83,253,0.59,115,24.7,63.5,155
203,20,1.38,140,32.9,44.1,199
183,186,0.97,169,27.6,89.0,190
18,237,0.24,49,35.5,22.3,150
12,292,4.56,101,26.8,48.1,185
94,270,0.14,37,20.1,61.8,122
35,193,3.71,139,22.7,14.4,199
81,189,0.85,26,40.1,67.4,128
57,265,4.57,137,26.4,18.0,243
203,109,4.47,19,17.5,21.2,200
207,68,3.3,25,42.7,22.8,229
165,169,3.39,130,37.9,84.3,210
126,151,0.13,93,11.9,64.7,105
230,78,4.93,21,45.0,62.4,223
163,218,4.4,60,34.3,54.4,229
162,234,4.49,54,15.6,33.4,215
21,68,3.33,139,18.3,59.7,96
142,251,1.79,122,34.2,42.8,238
235,266,4.48,126,37.3,21.6,345
57,258,1.53,54,18.4,65.2,114
46,187,2.86,64,19.0,20.4,150
216,67,0.59,129,20.7,25.3,201
53,70,4.62,120,30.9,75.4,128
237,117,0.79,139,16.0,62.8,186
24,235,1.2,172,13.6,60.5,130
52,196,2.83,177,33.8,43.5,207
185,99,3.84,191,37.3,41.7,269
96,204,3.13,92,27.5,65.2,167
79,46,1.24,109,22.7,69.2,85
55,214,0.1,59,25.1,50.8,115
117,233,3.81,68,23.6,87.5,153
132,133,4.93,197,43.6,86.5,234
180,261,4.07,186,36.9,43.0,314
246,143,2.36,100,17.3,75.6,188
30,95,4.53,172,23.4,53.5,150
160,215,2.11,185,29.0,50.9,246
116,63,2.67,48,31.5,14.4,171
89,205,2.44,195,26.4,55.9,205
56,265,2.29,134,38.4,82.0,178
126,103,3.9,153,36.9,72.4,195
133,226,2.68,54,27.7,72.9,165
152,170,1.65,115,39.9,22.8,246
34,175,1.36,184,36.3,38.7,190
45,35,0.28,141,37.3,28.7,138
212,184,2.96,103,43.5,35.3,283
60,164,1.23,152,19.3,56.4,134
24,56,0.83,150,19.4,39.2,96
77,64,3.3,88,41.1,54.9,153
30,225,3.44,34,37.0,45.1,159
150,81,3.79,69,42.4,32.9,216
223,38,2.57,28,12.2,17.6,166
28,26,4.48,179,32.0,81.3,120
43,268,4.69,94,15.1,10.9,205
87,136,4.06,110,27.6,10.1,213
134,87,3.21,176,15.5,76.1,150
205,53,1.59,161,14.5,89.7,138
249,213,4.92,81,10.4,68.2,222
126,74,1.44,72,32.1,11.2,181
61,285,1.09,113,22.6,28.1,189
247,61,2.27,149,13.7,87.7,163
36,250,0.38,101,21.3,74.7,105
166,29,4.89,137,15.9,55.3,171
248,147,2.98,96,43.0,28.9,293
165,198,2.83,92,21.2,11.1,238
44,212,3.31,54,21.7,11.7,172
145,111,2.54,107,39.4,59.0,193
153,250,0.26,116,32.7,11.7,254
115,97,3.1,172,34.9,89.5,166
173,104,3.61,50,32.3,24.7,213
167,49,2.14,183,43.1,66.9,212
155,232,3.81,15,17.2,22.4,203
11,68,1.21,16,44.6,53.2,80
186,284,1.18,145,39.1,16.4,309
86,164,0.89,68,30.6,71.3,118
141,88,1.92,12,33.2,56.8,130
99,77,4.25,197,32.7,16.9,242
98,204,4.16,13,12.0,77.9,103
103,81,1.98,134,17.6,53.8,130
212,185,2.99,82,43.7,83.7,227
16,190,3.63,145,28.7,83.3,133
104,82,1.28,6,23.2,83.6,54
117,166,0.92,180,36.7,16.2,246
83,180,4.86,78,28.4,19.7,212
48,160,3.13,135,10.5,89.0,89
150,116,4.91,138,35.8,49.0,236
168,240,1.76,91,35.6,29.1,252
80,62,3.54,9,15.8,71.6,57
200,127,1.19,135,43.5,31.1,259
65,285,1.38,142,17.8,68.2,156
179,114,2.61,175,26.0,77.0,194
198,281,1.67,151,14.0,72.7,215
51,90,0.92,18,31.1,31.9,99
193,238,1.39,153,23.1,42.1,247
45,40,0.28,128,22.4,43.1,90
93,111,3.55,47,38.9,49.3,162
205,146,2.51,32,10.3,23.4,181
127,99,0.56,153,37.9,46.2,189
16,257,0.94,168,30.0,50.9,170
63,201,0.6,28,44.5,52.5,145
138,44,3.1,186,30.6,75.6,173
181,175,0.56,170,11.9,51.4,189
129,24,3.8,21,11.8,28.5,113
182,139,0.2,154,40.9,63.1,214
115,296,1.32,87,39.4,73.8,199
56,37,4.46,49,22.1,35.5,112
132,217,3.62,78,31.6,61.6,200
150,76,0.46,193,27.1,21.8,212
128,112,4.12,143,43.9,37.4,246
159,38,2.52,65,43.2,82.7,145
127,212,4.25,42,44.4,82.9,192
30,256,3.04,70,40.3,56.0,174
223,296,3.44,37,41.8,66.2,266
229,246,4.97,47,17.6,78.3,213
146,252,1.24,163,39.1,86.7,217
35,59,3.16,116,34.8,49.2,133
18,172,2.36,39,43.7,54.9,132
24,146,0.29,41,30.0,43.3,91
19,256,0.17,179,13.0,15.8,169
225,74,0.68,104,30.9,43.8,201
131,191,3.28,27,34.0,73.3,161
130,128,2.88,168,17.7,74.4,160
134,203,2.81,172,23.8,81.4,191
179,217,0.26,93,30.9,14.1,242
81,106,2.4,19,23.1,52.2,97
161,220,4.63,169,23.1,18.6,288
217,294,2.05,136,14.7,26.1,274
58,230,3.16,154,42.9,82.0,195
163,137,3.92,26,36.3,49.7,195
100,210,3.94,82,10.0,70.7,134
46,61,2.64,149,36.8,15.2,185
77,61,4.3,76,35.9,43.3,158
59,295,2.02,102,10.3,63.9,135
161,36,4.45,94,22.9,20.7,198
28,277,1.28,113,31.2,36.1,181
109,82,1.47,98,25.8,15.2,169
69,81,0.36,84,37.2,62.1,108
176,119,4.0,98,24.9,87.7,165
211,38,2.14,84,15.4,76.2,126
98,36,1.22,42,44.2,88.0,89
155,265,1.24,156,18.5,77.6,191
156,270,4.52,138,35.1,78.4,251
173,100,4.19,138,15.0,56.2,187
211,58,2.81,30,21.5,51.5,154
234,55,3.12,105,25.5,42.5,215
192,216,2.42,173,16.7,75.4,212
78,177,2.02,79,25.7,24.6,170
184,223,4.59,42,15.5,14.5,238
58,215,0.72,87,29.6,85.8,108
236,235,2.15,175,33.2,10.3,336
117,215,1.79,185,12.2,88.1,151
235,171,2.54,147,40.5,68.3,265
170,33,2.34,60,16.5,36.3,139
128,165,2.64,109,17.9,65.8,153
158,76,0.79,188,33.1,75.4,175
218,230,2.61,35,26.4,29.6,241
159,287,1.29,189,27.5,71.7,237
185,229,1.0,183,14.5,74.3,199
46,36,0.42,156,38.2,29.9,146
152,222,3.84,62,31.6,13.4,255
172,118,2.19,77,14.7,26.3,177
229,298,3.17,136,23.1,26.1,310
208,228,3.67,14,38.4,15.2,276
169,148,3.43,195,29.9,68.1,232
20,271,2.41,77,13.8,40.4,133
147,284,2.0,19,23.0,80.8,151
210,290,1.94,102,18.5,30.2,259
87,207,3.24,67,28.1,46.3,174
86,233,2.52,23,39.5,61.1,165
194,230,4.26,117,25.3,80.2,225
162,95,4.39,67,25.2,52.0,178
11,167,0.94,120,41.7,39.9,156
73,232,0.77,188,30.2,79.4,170
44,128,3.19,25,29.8,34.8,127
16,148,1.58,166,19.2,16.4,156
94,29,0.19,149,31.3,45.6,134
155,66,4.45,150,30.2,72.8,189
76,115,1.21,85,23.9,12.5,153
51,122,4.65,70,44.7,56.9,169
127,165,3.62,183,40.9,57.6,246
134,46,3.84,69,36.2,84.3,134
176,239,1.09,47,28.8,32.9,214
178,37,1.25,61,26.2,32.3,157
212,186,2.65,142,16.5,45.2,232
240,101,0.94,41,20.7,38.6,178
33,91,1.6,180,37.1,68.9,137
197,273,1.68,124,25.9,61.3,237
55,181,0.88,73,40.9,70.7,130
28,57,1.11,60,15.2,75.6,21
77,220,3.96,123,27.8,83.8,165
227,219,0.92,168,32.6,44.5,276
111,274,0.24,163,28.1,88.8,172
51,198,3.18,59,41.1,27.3,195
41,54,4.88,42,44.6,67.1,124
176,101,1.72,19,14.1,52.7,118
118,239,0.68,148,14.5,75.4,150
247,177,2.89,81,14.6,48.1,219
45,23,4.54,57,33.8,72.7,92
241,186,3.94,188,23.0,84.4,252
238,223,3.15,11,35.7,68.6,224
106,213,1.64,189,24.2,72.1,185
173,254,2.76,59,32.0,15.4,262
140,225,0.55,56,36.9,26.4,212
82,169,3.43,8,29.2,87.9,99
145,178,3.65,47,28.9,65.5,173
106,298,4.83,44,13.1,54.9,179
132,185,1.38,125,24.4,39.4,194
79,87,0.19,34,29.1,13.6,125
178,107,2.77,142,26.2,39.5,218
240,236,3.56,107,41.5,49.9,302
205,20,3.97,11,41.7,26.9,209
22,154,1.05,168,38.8,23.9,188
58,204,1.38,167,23.1,50.7,166
69,159,2.61,171,35.1,56.9,189
139,125,1.72,168,23.8,29.2,209
197,152,4.32,113,18.1,57.0,211
14,127,2.42,24,22.0,82.0,40
181,197,4.02,53,12.5,47.9,188
36,165,2.95,100,21.6,78.6,101
169,93,3.89,63,26.1,84.2,144
158,127,1.73,181,43.4,17.4,276
17,141,4.17,94,21.0,17.7,154
239,36,1.45,30,41.6,48.1,191
209,215,2.78,40,18.0,57.0,191
59,271,1.15,175,16.7,44.1,181
76,138,2.43,130,28.2,36.1,176
53,181,1.66,47,33.5,61.3,121
134,217,1.41,103,11.6,10.2,200
67,64,4.84,37,17.7,87.4,63
12,198,0.88,104,25.9,28.6,139
95,63,3.96,101,21.6,83.4,106
79,290,4.92,177,34.9,18.7,297
139,97,0.2,49,27.9,29.0,147
224,197,3.53,92,15.6,28.8,245
181,22,1.34,147,41.3,89.7,162
11,233,0.3,99,20.3,10.4,148
111,93,2.07,21,35.6,61.2,122
218,70,4.68,144,37.3,79.6,229
44,86,0.16,26,43.7,63.8,83
107,112,2.98,155,27.4,39.0,194
224,195,2.56,94,31.6,86.7,210
39,164,4.38,82,21.7,81.5,107
125,26,0.51,144,33.7,44.7,155
17,288,3.44,118,26.2,55.9,173
159,23,3.43,72,25.3,87.4,112
53,157,3.38,114,39.9,88.6,144
195,250,4.72,183,11.8,46.0,270
45,107,4.13,129,40.9,77.8,151
206,36,0.31,145,39.8,34.2,220
86,71,2.41,61,27.7,39.7,128
230,153,2.05,59,27.2,23.2,236
40,230,1.62,86,22.7,26.7,158
56,238,2.31,111,44.8,62.5,194
64,224,1.98,160,13.9,50.9,159
217,230,2.22,106,30.7,28.5,275
115,296,4.9,176,33.9,42.2,291
199,43,0.53,151,42.7,39.9,223
167,23,4.62,178,37.3,89.0,193
130,171,2.45,115,32.5,78.3,173
64,278,3.16,111,14.1,41.0,178
153,187,4.17,106,23.1,83.1,179
21,195,1.87,7,14.9,37.4,82
154,75,2.21,152,40.8,63.4,200
153,127,2.11,29,36.2,87.3,132
149,160,1.94,79,36.5,41.2,205
145,174,4.64,188,32.8,64.4,247
221,281,4.16,65,27.7,33.7,284
12,292,0.63,127,15.2,31.3,149
153,251,0.63,59,21.5,55.9,168
39,260,2.2,167,14.8,88.3,127
246,277,0.58,191,35.4,46.3,312
32,268,3.13,43,15.6,85.0,91
101,96,0.8,189,34.6,83.1,149
124,199,2.66,87,34.2,30.3,221
113,85,0.14,199,26.1,42.1,173
127,190,1.65,38,14.7,61.5,120
14,41,3.42,117,21.0,51.4,90
221,126,2.47,173,21.2,17.7,266
113,246,4.89,154,34.5,89.5,220
117,235,4.38,31,14.0,70.2,143
74,88,1.86,153,39.0,45.0,176
130,103,0.32,173,36.6,59.5,182
39,122,4.24,35,16.5,17.0,128
158,58,4.57,159,35.2,49.6,226
93,32,4.12,169,33.4,84.5,147
207,200,0.73,198,36.2,81.7,240
159,287,4.99,186,16.6,37.0,286
219,32,1.37,141,15.5,52.5,167
209,139,3.65,87,18.3,65.8,188
240,76,4.55,174,22.8,37.2,266
41,59,1.25,168,37.8,15.2,178
170,147,4.55,14,35.8,50.4,201
25,192,1.62,191,42.4,58.1,189
213,54,4.88,44,12.1,10.5,202
47,278,1.48,58,10.4,17.6,148
235,24,4.77,171,34.5,26.6,283
151,237,0.36,139,19.8,37.8,207
45,30,3.58,8,21.7,53.3,60
234,136,2.71,147,29.1,33.5,268
160,203,2.44,180,13.6,32.1,232
123,135,1.2,10,32.5,79.5,103
246,181,3.56,77,21.4,21.6,264
75,86,1.03,167,32.1,49.6,154
114,219,2.81,62,39.2,86.2,167
94,50,1.34,81,16.0,60.0,79
11,94,4.78,23,42.6,67.4,108
228,256,0.24,66,28.6,44.5,232
210,85,1.08,75,42.3,11.6,244
202,89,1.29,142,17.3,61.7,170
84,39,2.13,29,31.2,60.6,88
76,245,1.24,176,24.1,18.8,223
189,218,2.51,131,37.1,47.0,264
199,58,4.38,62,31.2,83.2,164
160,164,3.59,157,27.3,26.4,256
163,64,2.94,124,42.0,46.9,216
205,110,0.54,115,23.2,46.9,186
219,257,3.5,172,17.7,74.9,250
64,89,0.92,80,31.3,76.0,86
15,185,3.95,74,31.8,70.7,124
172,149,1.33,142,25.4,39.2,212
159,233,2.14,70,27.0,15.8,237
180,108,1.82,124,43.6,38.0,239
152,271,4.31,157,35.6,64.4,270
95,91,0.72,91,13.9,66.2,80
69,184,2.87,143,17.4,87.2,123
110,68,0.8,126,44.1,46.3,175
243,71,3.55,168,35.4,60.6,255
21,297,4.53,53,42.0,53.1,197
248,133,2.23,52,20.6,22.0,226
58,258,2.49,119,36.0,46.9,203
51,152,4.64,91,35.0,53.6,170
175,293,2.65,11,20.3,86.1,160
91,185,2.49,81,29.3,39.3,177
182,262,2.93,183,32.0,88.4,247
44,157,3.48,149,26.8,53.4,163
167,98,0.62,164,39.0,29.4,233
225,189,4.12,158,39.2,25.3,326
243,142,2.23,125,39.8,21.3,294
167,195,0.45,128,38.1,46.2,227
215,101,3.95,154,27.1,11.8,281
143,106,1.95,145,23.4,45.6,182
76,244,0.59,129,39.1,89.1,157
89,35,3.21,16,27.2,63.6,84
16,182,4.41,75,18.6,70.8,103
189,117,4.45,5,27.8,19.5,212
23,175,4.79,165,15.0,47.8,160
82,21,4.35,123,34.2,32.9,175
152,188,0.11,146,21.8,81.5,154
158,111,1.96,115,19.1,24.5,191
172,200,4.11,68,43.5,46.7,254
75,250,1.89,47,37.2,57.0,167
100,167,3.05,190,37.5,51.1,230
139,299,3.07,45,31.8,76.4,195
172,208,1.89,119,39.4,28.5,265
219,147,4.53,43,36.6,40.2,249
215,26,2.57,5,31.0,73.4,131
29,66,2.38,45,43.6,52.2,111
219,72,4.99,177,16.7,42.2,243
19,206,2.52,92,43.0,12.4,206
34,57,0.97,102,24.1,70.3,62
203,245,2.61,92,28.5,87.8,207
34,72,4.09,83,14.3,59.6,81
63,243,3.91,145,28.9,78.5,180
42,173,3.96,75,31.4,51.4,153
173,67,3.57,141,44.9,28.5,260
104,166,1.35,195,44.1,11.2,270
23,83,4.32,103,43.8,62.3,146
74,201,4.48,155,22.2,49.4,199
119,144,1.05,186,44.7,72.6,204
89,198,0.74,179,25.9,65.6,169
63,58,4.88,171,39.8,89.0,156
247,279,4.35,91,17.6,50.8,271
134,22,4.48,158,27.7,44.2,192
189,83,4.44,5,43.8,32.9,220
140,48,2.75,146,43.1,48.1,208
236,30,3.27,116,33.9,79.8,194
178,116,2.77,78,37.9,13.4,245
143,222,0.35,69,16.2,88.2,113
34,40,3.75,73,35.3,89.5,76
150,58,2.58,71,31.6,57.8,152
126,242,3.27,181,13.2,36.5,230
235,121,2.56,54,14.0,27.8,201
145,65,2.51,62,13.8,32.1,137
158,85,0.94,57,35.4,14.0,193
235,110,1.47,95,15.0,48.0,185
205,183,0.88,119,26.4,14.6,252
34,130,1.06,122,22.5,67.5,92
88,142,4.87,61,29.3,39.8,178
77,212,0.85,90,34.7,25.9,190
182,118,1.42,22,34.0,53.6,163
197,178,2.99,20,28.0,87.9,157
21,122,3.09,134,26.3,65.6,118
41,62,0.85,17,23.9,49.3,52
137,103,3.99,177,40.2,72.2,218
105,210,3.95,84,21.6,69.0,162
101,70,1.26,47,19.1,81.3,59
150,229,1.51,58,36.0,26.4,227
40,145,4.7,163,22.6,78.7,142
87,88,4.15,141,39.6,34.1,212
29,284,3.52,77,21.5,85.3,123
155,277,0.5,52,34.6,32.5,223
230,207,2.15,22,11.6,84.1,146
69,249,2.84,15,23.5,87.1,103
200,208,1.02,194,22.0,21.6,272
143,29,2.3,88,38.6,88.0,127
169,133,3.05,23,43.8,16.9,234
102,95,1.7,104,26.1,27.5,162
52,183,3.93,120,38.9,45.5,200
139,104,4.22,94,34.5,89.5,160
69,68,1.69,78,43.9,49.1,141
160,196,4.21,28,38.4,54.0,214
220,237,0.61,17,12.7,65.6,153
40,208,4.2,129,35.0,87.5,158
14,249,0.85,120,28.7,72.7,122
220,274,0.51,178,10.6,27.9,261
171,255,3.24,185,18.8,34.2,271
19,45,2.41,161,42.3,17.8,178
98,91,4.55,168,42.4,61.6,212
139,280,1.88,75,38.0,24.5,253
135,273,1.51,130,44.4,30.6,274
20,290,2.55,149,38.2,81.0,177
187,142,2.33,180,10.4,36.1,216
168,163,1.79,156,20.1,55.3,198
65,276,3.5,186,11.1,41.8,205
216,163,3.82,123,13.3,15.9,255
210,278,4.28,95,17.7,39.0,265
224,66,4.87,89,27.6,42.6,228
92,32,1.41,112,39.7,81.7,112
146,227,3.61,131,40.2,36.0,274
108,254,2.03,125,31.6,40.3,223
158,168,3.42,133,42.5,72.6,229
82,174,2.43,199,27.5,70.7,181
165,185,4.97,10,41.1,73.9,199
199,109,3.67,82,25.9,86.3,167
247,205,4.77,187,19.7,73.6,273
124,193,4.19,42,42.1,42.6,220
16,236,4.52,165,23.6,75.7,161
89,283,4.09,120,27.6,50.7,222
153,116,2.35,106,21.5,32.2,188
106,136,1.33,12,33.2,34.2,144
13,218,1.91,82,44.8,27.9,185
13,40,0.2,116,10.9,21.6,67
112,219,2.67,152,41.5,24.8,267
49,267,2.57,59,10.1,15.1,158
26,295,2.67,52,22.7,81.1,113
110,283,4.87,188,15.9,84.5,211
112,77,4.57,92,36.5,56.9,177
133,50,0.89,14,11.8,77.2,42
61,268,1.91,56,29.4,24.7,186
230,112,2.18,182,20.3,82.1,201
61,284,1.87,38,14.7,50.5,128
173,290,4.01,168,37.0,15.4,339
133,113,2.67,65,17.6,21.3,167
175,173,2.9,148,17.8,34.7,228
240,99,4.28,83,19.6,13.5,251
187,103,4.05,22,30.5,34.7,200
72,56,0.75,75,33.1,14.8,141
238,251,3.6,179,10.6,28.9,294
125,112,2.23,90,18.5,31.3,160
200,121,1.54,36,25.1,89.5,126
71,185,0.35,47,21.6,28.8,127
236,178,2.49,87,40.9,29.1,283
16,33,1.84,172,37.6,64.9,115
164,244,1.33,197,31.9,78.7,232
101,92,3.5,167,21.8,41.0,182
223,268,3.87,73,34.5,80.0,248
23,110,1.3,54,39.5,37.2,120
208,235,0.34,16,30.8,25.8,220
238,109,4.26,89,37.5,36.4,268
95,48,0.15,127,36.2,58.7,127
142,239,4.69,62,30.0,39.4,235
192,234,3.18,87,20.9,63.8,210
139,240,1.68,195,36.1,29.0,279
71,61,1.31,181,17.2,66.1,107
228,154,0.14,116,37.3,37.8,244
158,61,1.25,132,38.2,46.5,192
239,183,0.77,40,38.8,54.6,221
88,77,3.1,58,26.6,64.9,109
158,44,0.92,51,16.7,29.1,126
147,92,2.69,119,13.5,76.9,125
224,148,2.99,164,36.0,67.7,256
67,106,1.56,128,41.0,28.7,185
129,172,0.27,185,32.8,88.0,170
176,201,0.28,164,15.0,63.2,183
142,144,0.23,194,42.7,46.2,233
74,86,3.72,169,44.6,22.6,234
22,25,1.66,100,25.2,52.7,72
222,144,4.0,111,30.8,23.2,277
227,72,2.22,124,37.2,44.4,236
246,85,2.32,105,35.8,42.7,242
222,101,2.61,107,43.9,67.6,230
190,106,3.59,170,14.0,25.4,233
91,21,1.44,162,30.3,75.7,115
238,223,0.7,190,34.2,36.1,301
182,169,2.82,36,41.2,45.5,221
169,122,1.7,70,40.6,71.8,175
173,43,2.27,183,44.2,60.0,223
218,231,3.27,15,27.9,34.6,238
236,84,2.52,191,39.1,40.9,282
197,228,3.14,152,25.0,34.5,274
148,270,2.77,41,24.8,57.6,191
200,136,3.73,106,18.9,36.6,221
158,135,3.56,53,38.6,68.1,185
61,256,2.72,23,44.5,56.4,176
192,124,3.43,187,19.0,21.7,258
126,278,4.38,172,12.0,34.8,248
35,65,2.22,11,38.5,27.7,112
205,235,2.12,137,31.7,41.2,271
43,43,3.84,46,43.6,51.3,127
61,54,2.95,92,18.8,50.5,100
121,43,0.45,180,12.5,70.4,104
91,47,4.47,139,27.2,25.1,189
241,35,0.25,15,13.0,85.7,79
236,78,3.77,181,19.2,37.4,252
242,262,3.82,162,14.4,34.0,297
230,226,4.77,45,17.8,64.8,219
189,290,0.37,7,13.7,74.4,141
166,268,3.02,44,43.4,40.3,257
175,286,2.2,55,19.7,69.7,187
51,212,1.72,36,25.5,80.7,91
30,237,0.54,52,41.5,71.3,124
51,134,2.86,75,33.7,12.7,179
150,87,2.45,152,31.6,76.2,173
122,94,0.61,93,34.7,72.0,129
114,122,3.1,113,39.0,63.5,184
201,197,3.72,39,40.7,70.8,223
26,234,3.86,112,32.5,88.4,143
129,58,4.54,156,41.2,44.5,227
146,278,2.11,44,28.7,15.4,237
178,223,4.77,56,19.7,46.9,218
138,26,4.34,116,40.8,13.7,234
139,68,1.55,43,29.0,33.5,147
69,45,0.88,72,41.7,57.0,112
57,180,2.23,193,11.4,34.8,170
38,195,2.07,80,23.9,64.8,113
106,98,2.92,69,43.2,75.8,149
19,21,2.96,66,18.7,43.6,65
67,151,3.77,6,43.0,82.0,122
197,295,2.6,138,43.4,16.4,338
241,136,0.61,126,40.9,77.2,222
30,183,4.31,79,29.7,76.3,127
37,47,1.62,175,32.6,35.8,148
212,20,4.86,44,40.4,33.9,225
43,207,0.68,93,37.2,34.4,167
17,75,4.8,171,32.1,74.9,136
196,54,0.55,32,44.4,76.5,144
223,131,1.23,84,34.0,36.4,228
209,55,0.33,67,44.1,57.4,181
186,236,3.56,196,12.0,21.1,280
88,99,4.27,144,14.9,47.5,156
154,102,2.23,45,25.8,89.9,109
197,84,4.65,33,23.5,22.7,207
96,147,2.99,27,37.4,85.8,121
97,41,3.19,84,15.6,75.9,81
182,235,4.24,55,44.2,87.8,226
220,126,1.55,116,21.0,24.4,227
78,128,1.84,109,25.0,27.1,162
169,200,4.54,49,19.6,11.3,237
181,183,4.51,94,30.3,68.0,220
202,87,4.88,154,12.1,61.5,200
96,199,4.52,142,15.2,24.2,215
110,200,0.72,139,36.1,73.3,176
17,188,4.14,93,16.5,33.9,142
86,41,2.11,19,18.2,20.8,99
209,85,4.95,81,37.8,43.8,243
96,40,2.41,110,13.3,17.3,137
52,119,2.81,178,25.3,31.1,180
138,122,2.7,94,10.8,39.7,152
118,66,1.68,91,22.1,78.1,98
188,58,0.47,65,34.5,73.4,137
161,109,4.49,112,13.2,45.4,183
236,104,4.03,65,41.1,68.0,229
161,292,0.78,55,41.8,55.5,226
26,207,3.91,170,13.7,37.3,172
142,178,3.17,16,44.7,68.1,183
157,262,2.1,81,20.4,64.7,186
30,92,1.34,116,12.9,59.5,68
241,68,4.31,70,10.2,59.4,173
67,120,3.53,186,24.3,64.6,163
168,21,2.78,171,32.0,40.8,209
119,263,3.09,171,21.6,79.5,201
237,195,0.55,119,39.3,23.0,285
148,257,2.42,34,35.1,80.7,178
189,78,1.05,109,22.3,37.4,179
152,118,1.12,180,35.7,20.0,246
220,21,3.34,35,42.9,58.0,191
144,262,4.57,157,13.3,40.1,245
37,230,2.08,183,20.7,75.2,147
60,142,1.12,17,26.2,44.5,98
244,248,3.28,195,27.4,63.5,298
195,101,4.37,132,29.0,34.7,247
14,163,3.77,174,20.5,26.8,177
14,159,4.36,186,33.4,41.0,198
103,48,2.73,105,32.6,58.5,141
105,289,3.78,71,30.2,62.6,203
17,266,0.79,84,14.0,56.3,101
73,31,1.81,188,26.7,89.0,103
147,125,2.01,107,22.5,65.3,153
47,51,2.61,23,27.2,84.5,44
120,93,4.65,178,42.3,19.4,270
233,190,4.38,147,26.8,14.9,314
121,88,0.76,36,10.5,34.9,95
229,156,0.95,181,25.4,20.9,273
90,119,1.85,153,38.7,52.1,185
232,165,1.52,69,37.3,51.5,231
145,28,3.11,31,28.0,56.0,124
113,81,4.52,155,18.7,69.6,155
162,204,4.82,51,26.3,87.7,175
82,48,3.3,16,29.7,80.3,73
203,133,4.21,89,45.0,19.5,289
216,162,2.67,70,32.5,37.1,239
187,139,1.12,137,34.3,30.5,239
204,189,2.67,141,27.2,24.1,272
58,176,2.82,152,22.4,53.6,162
45,279,3.74,114,38.5,54.3,211
135,101,1.18,86,27.3,28.2,170
77,261,1.9,129,44.8,67.0,210
87,191,1.88,67,26.0,68.6,129
114,250,4.8,76,12.4,11.7,223
178,227,2.28,102,33.9,41.7,246
226,94,3.8,77,11.6,81.2,152
131,289,3.78,75,18.8,51.6,206
128,133,1.4,34,22.4,37.8,138
199,81,2.9,129,35.9,30.3,245
123,121,4.48,20,27.3,29.5,175
19,229,2.43,137,11.0,18.0,161
158,274,4.73,161,31.6,75.4,260
173,39,1.15,51,24.4,16.9,161
149,77,0.46,105,42.3,33.4,195
100,131,4.47,111,27.5,13.7,219
241,215,4.25,130,34.8,72.5,276
11,111,4.96,26,17.7,13.1,121
127,71,3.43,189,36.6,34.7,233
22,27,4.69,87,35.2,55.9,115
190,117,4.15,167,41.6,42.8,278
169,255,4.24,64,11.2,32.6,218
104,88,2.89,192,25.7,32.0,203
153,64,1.97,62,33.8,73.8,134
41,156,4.68,7,13.3,87.9,55
41,253,2.22,166,24.4,37.8,196
133,51,2.74,49,43.0,13.1,201
235,145,2.29,54,25.3,12.9,243
20,86,2.87,6,44.5,70.7,85
19,49,2.41,19,12.0,54.2,25
24,133,0.34,169,35.1,72.7,120
26,223,4.42,147,30.3,65.8,177
177,48,2.28,192,27.5,82.6,174
155,150,2.99,100,44.0,80.9,199
192,204,0.78,89,14.5,73.1,156
210,272,0.12,196,41.4,48.0,301
162,81,1.3,115,34.2,34.7,198
241,22,3.55,184,19.1,50.6,223
68,87,0.59,27,41.6,50.2,109
87,44,4.55,103,25.0,58.8,134
133,198,1.15,41,38.5,24.9,205
226,160,1.1,111,23.6,62.4,201
123,250,0.99,45,39.8,46.5,197
31,182,0.17,61,32.3,59.6,101
167,149,3.88,101,14.9,29.2,208
221,265,4.39,29,32.7,44.8,266
222,191,3.11,114,16.7,26.8,251
181,83,1.02,41,24.4,80.0,110
41,50,1.5,44,16.0,49.0,51
188,66,2.43,89,10.8,28.0,167
183,149,4.78,50,17.4,13.3,225
122,129,1.31,192,28.8,64.1,183
129,88,3.69,106,26.9,27.2,196
158,77,2.25,102,27.6,89.2,131
236,125,1.56,23,18.7,52.7,165
131,275,2.33,95,34.0,33.1,244
41,190,0.45,141,34.6,62.6,145
231,181,4.01,73,22.5,32.0,252
128,90,1.29,9,40.8,75.6,113
48,274,3.65,158,32.5,34.7,236
21,74,0.43,151,35.0,89.1,78
242,22,4.78,162,19.7,58.4,221
184,45,1.05,52,10.0,77.6,79
27,145,4.43,116,40.3,15.8,212
158,72,4.07,148,38.8,37.9,240
150,217,4.84,22,14.3,69.0,156
158,207,2.44,188,23.1,62.4,224
135,205,3.66,153,33.1,25.5,267
145,223,1.92,35,32.8,38.5,199
55,30,1.0,133,40.1,31.1,148
113,165,2.27,135,14.9,59.1,153
247,104,0.91,29,25.0,37.6,187
144,119,4.91,12,13.4,34.7,153
160,123,0.57,197,23.6,26.6,222
245,65,2.99,66,10.5,42.7,176
233,63,3.17,139,41.4,25.6,279
212,297,2.74,11,28.4,87.0,196
95,200,3.34,140,39.7,22.4,253
159,206,0.67,23,12.1,83.1,98
